DATE (MM/DD/YYYY),CST,Global Horizontal [W/m^2],Direct Normal [W/m^2],Diffuse Horizontal [W/m^2],Downwelling IR [W/m^2],Pyrgeometer Net [W/m^2],Global (stdev) [W/m^2],Direct (stdev) [W/m^2],Diffuse (stdev) [W/m^2],IR (stdev) [W/m^2],Net (stdev) [W/m^2]
8/31/2024,00:00,-1.01289,-0.381820,-1.55835,451.9,-10.22,0,0,0.311,0.217,0.197
8/31/2024,00:01,-1.01289,-0.381820,-1.71182,452.7,-9.47,0,0,0.185,0.232,0.236
8/31/2024,00:02,-1.01289,-0.356366,-1.45210,453.3,-8.85,0,0.095,0.321,0.162,0.144
8/31/2024,00:03,-1.01289,-0.330911,-1.53474,453.6,-8.52,0,0.13,0.321,0.28,0.245
8/31/2024,00:04,-1.01289,-0.330911,-1.66460,453,-9.11,0,0.13,0.227,0.307,0.29
8/31/2024,00:05,-1.01289,-0.330911,-1.39307,452,-10.16,0,0.13,0.316,0.361,0.379
8/31/2024,00:06,-1.01289,-0.381820,-1.68821,449.6,-12.62,0,0,0.218,0.957,0.937
8/31/2024,00:07,-1.01289,-0.369093,-1.65279,447.4,-14.76,0,0.069,0.248,0.296,0.281
8/31/2024,00:08,-1.01289,-0.381820,-1.77085,446.9,-15.18,0,0,0,0.276,0.24
8/31/2024,00:09,-1.01289,-0.369093,-1.77085,447,-15.01,0,0.069,0,0.5,0.496
8/31/2024,00:10,-1.01289,-0.381820,-1.75904,448.4,-13.57,0,0,0.064,0.247,0.247
8/31/2024,00:11,-1.01289,-0.381820,-1.77085,448.2,-13.84,0,0,0,0.392,0.431
8/31/2024,00:12,-1.01289,-0.381820,-1.77085,446,-16.09,0,0,0,0.882,0.915
8/31/2024,00:13,-1.01289,-0.381820,-1.77085,443.2,-18.97,0,0,0,0.692,0.686
8/31/2024,00:14,-1.01289,-0.381820,-1.77085,442.1,-20.16,0,0,0,0.021,0
8/31/2024,00:15,-1.01289,-0.381820,-1.77085,442.2,-19.91,0,0,0,0.247,0.221
8/31/2024,00:16,-1.01289,-0.381820,-1.77085,441.2,-20.95,0,0,0,0.582,0.578
