DATE (MM/DD/YYYY),CST,Global Horizontal [W/m^2],Direct Normal [W/m^2],Diffuse Horizontal [W/m^2],Downwelling IR [W/m^2],Pyrgeometer Net [W/m^2],Global (stdev) [W/m^2],Direct (stdev) [W/m^2],Diffuse (stdev) [W/m^2],IR (stdev) [W/m^2],Net (stdev) [W/m^2]
9/7/2024,00:00,-1.68841,-0.38188,-2.27885,405,-47.4,0,0,0.299,0.2,0.227
9/7/2024,00:01,-1.68842,-0.381881,-2.21981,404.9,-47.41,0,0,0.302,0.162,0.128
9/7/2024,00:02,-1.68842,-0.381881,-2.13716,405,-47.29,0,0,0.282,0.176,0.125
9/7/2024,00:03,-1.68842,-0.381881,-2.23163,405.1,-47.07,0,0,0.305,0.099,0.088
9/7/2024,00:04,-1.68842,-0.381882,-2.18440,405.2,-47.05,0,0,0.331,0.098,0.064
9/7/2024,00:05,-1.68842,-0.381882,-2.24344,405,-47.14,0,0,0.308,0.135,0.127
9/7/2024,00:06,-1.68842,-0.381882,-2.20802,405,-47.19,0,0,0.299,0.196,0.196
9/7/2024,00:07,-1.68842,-0.381882,-2.26706,405,-47.04,0,0,0.298,0.098,0
9/7/2024,00:08,-1.68843,-0.381883,-2.27887,404.9,-47.04,0,0,0.299,0.001,0
9/7/2024,00:09,-1.68843,-0.381883,-2.31429,404.8,-47.04,0,0,0.199,0.091,0
9/7/2024,00:10,-1.68843,-0.381883,-2.39694,404.6,-47.04,0,0,0.15,0.03,0
9/7/2024,00:11,-1.68843,-0.381883,-2.34971,404.6,-47.04,0,0,0.233,0,0
9/7/2024,00:12,-1.68843,-0.381883,-2.29068,404.6,-47.01,0,0,0.254,0.116,0.102
9/7/2024,00:13,-1.68843,-0.381883,-2.25525,404.4,-47.05,0,0,0.282,0.111,0.093
9/7/2024,00:14,-1.68843,-0.381884,-2.23164,404.1,-47.34,0,0,0.291,0.18,0.178
9/7/2024,00:15,-1.68843,-0.381884,-2.26706,404,-47.4,0,0,0.252,0.158,0.158
9/7/2024,00:16,-1.68843,-0.381884,-2.23164,403.9,-47.54,0,0,0.291,0.08,0.064
9/7/2024,00:17,-1.68843,-0.381884,-2.25526,403.8,-47.47,0,0,0.282,0.172,0.122
9/7/2024,00:18,-1.68843,-0.381884,-2.26707,403.8,-47.43,0,0,0.298,0.136,0.129
9/7/2024,00:19,-1.68843,-0.381884,-2.37333,403.7,-47.54,0,0,0.186,0.095,0.064
9/7/2024,00:20,-1.68843,-0.381884,-2.31430,403.6,-47.55,0,0,0.254,0.022,0
9/7/2024,00:21,-1.68843,-0.381884,-2.30249,403.5,-47.55,0,0,0.238,0.091,0
9/7/2024,00:22,-1.68843,-0.381884,-2.31430,403.4,-47.55,0,0,0.237,0.022,0
